colectivo_amba,subte_amba,tren_amba,anio,mes,dia_semana
3691014,493431,747758,2022,4,3
3800893,503220,767220,2022,4,4
2441378,264438,462772,2022,4,5
1420472,140659,185637,2022,4,6
3561800,461565,708433,2022,4,0
3760079,495443,752184,2022,4,1
3798388,519439,785000,2022,4,2
2344593,248021,503094,2022,4,3
1417028,155025,239725,2022,4,4
2053675,209514,388230,2022,4,5
1290244,121160,177320,2022,4,6
3613416,448673,717193,2022,4,0
3726068,482194,741348,2022,4,1
3731392,474643,728666,2022,4,2
3710262,483266,733689,2022,4,3
3581450,459338,714821,2022,4,4
2385409,254754,456603,2022,4,5
1401882,132339,181979,2022,4,6
3332993,438692,650540,2022,4,0
3590234,462656,704178,2022,4,1
3576012,479311,642016,2022,4,2
3715306,477877,733930,2022,4,3
3776862,481066,756598,2022,4,4
2326355,248732,442198,2022,4,5
1196339,135391,176034,2022,5,6
3624350,463105,722917,2022,5,0
3665636,478583,730153,2022,5,1
3736892,482569,739211,2022,5,2
3785786,489522,763076,2022,5,3
3848731,487689,775052,2022,5,4
2521145,274500,479503,2022,5,5
1503766,145292,192299,2022,5,6
3727349,469280,744021,2022,5,0
3753166,484754,739026,2022,5,1
3778182,495010,752485,2022,5,2
3659035,532797,762524,2022,5,3
3789101,490432,775499,2022,5,4
2437811,223288,465043,2022,5,5
1397043,145382,193248,2022,5,6
3532928,465008,709324,2022,5,0
3533568,484722,714423,2022,5,1
666999,59514,89947,2022,5,2
3785458,500187,758408,2022,5,3
3812130,485641,770521,2022,5,4
2411260,253451,475426,2022,5,5
1382102,132148,184452,2022,5,6
3726975,463603,745745,2022,5,0
3714703,499140,758184,2022,5,1
1074485,131580,162112,2022,5,2
3695207,511857,754319,2022,5,3
3745470,482411,758019,2022,5,4
2281180,238353,413145,2022,5,5
1291948,133002,163574,2022,5,6
3549173,469612,712789,2022,5,0
3587936,474327,718815,2022,5,1
3572997,480230,706199,2022,6,2
3659684,493247,710464,2022,6,3
3727795,532459,508199,2022,6,4
2396794,253590,448918,2022,6,5
1329079,119879,100562,2022,6,6
3662026,475341,737491,2022,6,0
3690390,494148,735280,2022,6,1
3735210,510202,746970,2022,6,2
3690314,538489,765602,2022,6,3
3723518,496749,753969,2022,6,4
2370555,261223,429559,2022,6,5
1383244,137990,179148,2022,6,6
3697050,486152,740195,2022,6,0
3757836,500701,750945,2022,6,1
3810765,507099,742886,2022,6,2
3857719,577508,783235,2022,6,3
1831483,210973,319617,2022,6,4
2267247,238639,409818,2022,6,5
1319285,133627,167713,2022,6,6
1295638,139934,206728,2022,6,0
3710910,491212,746008,2022,6,1
3626582,486961,718858,2022,6,2
3629925,499621,726420,2022,6,3
3692923,494005,751641,2022,6,4
2338680,254483,407117,2022,6,5
1274328,129359,168641,2022,6,6
3333360,440635,681636,2022,6,0
3616391,484256,724550,2022,6,1
3717391,491866,733160,2022,6,2
3730077,497330,736787,2022,6,3
3634369,491003,732615,2022,7,4
2395918,265562,427605,2022,7,5
1380233,137958,172817,2022,7,6
3558605,461979,708455,2022,7,0
3725698,482018,728700,2022,7,1
3632177,486243,717945,2022,7,2
3730323,505396,737251,2022,7,3
3740380,494402,749210,2022,7,4
1919438,247716,328300,2022,7,5
1304758,137205,169447,2022,7,6
3492512,464382,689956,2022,7,0
3681769,489499,721706,2022,7,1
3719070,496331,729999,2022,7,2
3670801,540650,748055,2022,7,3
3610900,484863,720939,2022,7,4
2186312,255116,398801,2022,7,5
1409967,162893,179999,2022,7,6
2983022,432479,659341,2022,7,0
2991756,456679,684469,2022,7,1
3171630,470738,709133,2022,7,2
2996547,459219,687323,2022,7,3
3093125,454140,705534,2022,7,4
2142103,248958,401084,2022,7,5
1251540,139016,159913,2022,7,6
2488210,377483,553215,2022,7,0
2901920,434239,642083,2022,7,1
2712847,412428,594813,2022,7,2
2969903,488596,685188,2022,7,3
3134868,450640,710573,2022,7,4
2352787,272441,439525,2022,7,5
1471225,160519,186218,2022,7,6
3493002,515070,725220,2022,9,3
2151706,337203,394093,2022,9,4
2414604,268644,460512,2022,9,5
1459935,156578,187486,2022,9,6
3749415,509190,766447,2022,9,0
3820236,534484,780208,2022,9,1
3822892,539042,775662,2022,9,2
3702058,547142,768189,2022,9,3
3743108,525741,768822,2022,9,4
2458046,278679,467560,2022,9,5
1408968,149890,186600,2022,9,6
3691390,507928,757890,2022,9,0
3701929,533069,775617,2022,9,1
3811953,538509,757964,2022,9,2
3816039,545452,776547,2022,9,3
3847035,526242,797419,2022,9,4
2448963,275709,478402,2022,9,5
1407826,149951,194770,2022,9,6
3666275,499109,744498,2022,9,0
3792264,504193,759291,2022,9,1
3361192,470059,717914,2022,9,2
3687984,532658,753594,2022,9,3
3796898,515339,785714,2022,9,4
2442802,264383,455471,2022,9,5
1442470,141127,178384,2022,9,6
3537695,469582,721787,2022,9,0
3545678,521367,756907,2022,9,1
3741258,547257,779783,2022,9,2
3707820,542920,770455,2022,9,3
3741715,524621,786209,2022,9,4
2423139,272445,466538,2022,10,5
1475241,160235,187903,2022,10,6
3708927,508319,763296,2022,10,0
3750339,520837,764248,2022,10,1
3835606,521440,779980,2022,10,2
3823916,553331,807622,2022,10,3
2057580,222537,366918,2022,10,4
2048669,200826,367122,2022,10,5
1465897,151307,208605,2022,10,6
1450717,148234,238807,2022,10,0
3803266,512020,773722,2022,10,1
3826125,522061,774812,2022,10,2
3808872,528563,762487,2022,10,3
3885722,523745,794827,2022,10,4
2319218,245202,435699,2022,10,5
1426430,141553,185408,2022,10,6
3627255,512311,741951,2022,10,0
3749792,521218,751263,2022,10,1
3758450,524726,762320,2022,10,2
3690241,520297,748247,2022,10,3
3824214,515152,783112,2022,10,4
2280691,218801,425552,2022,10,5
1441642,152864,196765,2022,10,6
3729511,495583,749654,2022,10,0
3788121,530740,763698,2022,10,1
3471702,510366,705672,2022,10,2
3754591,550533,777675,2022,10,3
3856234,536238,766215,2022,10,4
2421578,274653,454664,2022,10,5
1185834,128656,155591,2022,10,6
3663786,499170,751817,2022,10,0
3812117,534409,768400,2022,11,1
3850317,539076,779442,2022,11,2
3836574,549115,779785,2022,11,3
3945202,537014,804219,2022,11,4
2590702,353651,510639,2022,11,5
1533146,156319,195082,2022,11,6
3767573,514931,766517,2022,11,0
3673212,434362,193829,2022,11,1
3895513,536845,790200,2022,11,2
3830062,578424,793590,2022,11,3
3874008,521085,787767,2022,11,4
2478737,275525,471156,2022,11,5
1320929,135092,154579,2022,11,6
3519332,482699,697807,2022,11,0
3879180,533630,776114,2022,11,1
3808837,509733,745227,2022,11,2
3705254,535908,747321,2022,11,3
3857662,520649,748658,2022,11,4
2455111,261098,452334,2022,11,5
1291696,129969,143036,2022,11,6
1332455,133992,175829,2022,11,0
3447737,490467,695791,2022,11,1
3820693,500488,754538,2022,11,2
3741773,524654,743862,2022,11,3
3769566,516363,778422,2022,11,4
2208393,233323,373969,2022,11,5
1384302,136171,168914,2022,11,6
3591464,477326,717330,2022,11,0
3649803,465790,725604,2022,11,1
3245050,437479,639058,2022,11,2
3537747,495877,705056,2022,12,3
3766132,535802,789041,2022,12,4
2282326,258676,406752,2022,12,5
1433742,141325,169983,2022,12,6
3530134,448227,693386,2022,12,0
3488367,515610,727584,2022,12,1
3635371,527296,749977,2022,12,2
1833712,187269,226880,2022,12,3
1475064,157127,185228,2022,12,4
2196217,226351,366475,2022,12,5
1310880,125298,140717,2022,12,6
3528725,481440,685296,2022,12,0
3163280,446265,594840,2022,12,1
3531694,490780,713719,2022,12,2
3532184,505864,721921,2022,12,3
3678732,542115,771395,2022,12,4
2591833,284984,462364,2022,12,5
581026,88677,92203,2022,12,6
3141916,427553,629487,2022,12,0
1698440,145911,270149,2022,12,1
3611783,521584,748872,2022,12,2
3582265,544542,769376,2022,12,3
3202455,400712,676927,2022,12,4
1787234,151850,268232,2022,12,5
728818,67342,83746,2022,12,6
2833182,381116,633973,2022,12,0
3012725,415875,663279,2022,12,1
3031985,418568,669988,2022,12,2
3015211,407751,652632,2022,12,3
2735163,318846,580804,2022,12,4
1560614,132941,242554,2022,12,5
577052,56250,66891,2023,1,6
2438839,323851,546365,2023,1,0
2692019,364805,594799,2023,1,1
2752451,378812,605709,2023,1,2
2848494,380715,621064,2023,1,3
2841563,365461,620050,2023,1,4
2040576,197293,371553,2023,1,5
1249471,106474,150349,2023,1,6
2694825,359221,602603,2023,1,0
2728038,374551,606884,2023,1,1
2770356,377175,614925,2023,1,2
2800248,382213,612041,2023,1,3
2875977,370960,619435,2023,1,4
2046222,201601,368413,2023,1,5
1226368,104989,133827,2023,1,6
2625184,349095,554455,2023,1,0
2683351,364048,544978,2023,1,1
2781279,374819,577261,2023,1,2
2736979,374779,572399,2023,1,3
2670369,351954,558218,2023,1,4
2020290,197777,327660,2023,1,5
1258925,118438,129421,2023,1,6
2692048,359053,566510,2023,1,0
2728651,380046,569756,2023,1,1
2784722,396402,597305,2023,1,2
2728701,377151,578507,2023,1,3
2515070,335641,518099,2023,1,4
2040041,198583,349824,2023,1,5
1265029,113132,141325,2023,1,6
2777621,371639,598897,2023,1,0
2806446,385875,604497,2023,1,1
2919435,416833,634381,2023,2,2
2766934,402050,591286,2023,2,3
2942900,403431,624619,2023,2,4
2218171,221321,385841,2023,2,5
1334699,120756,144351,2023,2,6
2890414,402001,618006,2023,2,0
2915528,422363,626670,2023,2,1
2955183,424829,628237,2023,2,2
2955047,432884,621460,2023,2,3
2978336,406660,622260,2023,2,4
2027480,200479,332173,2023,2,5
1192636,110226,121387,2023,2,6
2866316,397458,586722,2023,2,0
3222405,342268,637120,2023,2,1
3160013,441763,652013,2023,2,2
3027085,443128,619370,2023,2,3
3062665,411832,616851,2023,2,4
2169907,212454,336100,2023,2,5
1366474,126558,151993,2023,2,6
1437328,137442,195557,2023,2,0
1437574,140818,192895,2023,2,1
3187393,433087,658895,2023,2,2
3131882,436033,644970,2023,2,3
3231841,434050,665947,2023,2,4
2196064,220022,377499,2023,2,5
1352915,124301,148887,2023,2,6
3008141,456666,674935,2023,2,0
3309793,452475,669001,2023,2,1
3417180,419875,582248,2023,3,2
3416683,443774,602878,2023,3,3
3471044,438944,643913,2023,3,4
2265184,225774,371446,2023,3,5
1371419,126951,139602,2023,3,6
3571992,446140,638888,2023,3,0
3633721,469805,668364,2023,3,1
3398318,499845,630883,2023,3,2
3644069,477097,669121,2023,3,3
3616051,456418,668054,2023,3,4
2177887,218452,353524,2023,3,5
1279631,118648,130720,2023,3,6
3451882,482538,657624,2023,3,0
3413490,490880,648125,2023,3,1
3551179,499907,652859,2023,3,2
3716033,511451,680211,2023,3,3
3550361,505640,708678,2023,3,4
2414522,243707,402014,2023,3,5
1358152,125401,158121,2023,3,6
3674293,494468,681867,2023,3,0
3871460,534042,713906,2023,3,1
3919182,525235,707722,2023,3,2
3860917,530121,724649,2023,3,3
1881560,265424,286456,2023,3,4
2189582,178298,329424,2023,3,5
1436610,110853,160853,2023,3,6
3861245,503384,705527,2023,3,0
3888801,518770,704007,2023,3,1
3815643,504276,685009,2023,3,2
3859751,532136,706058,2023,3,3
3941837,505977,713784,2023,3,4
2472463,251577,389285,2023,4,5
1293778,121673,139138,2023,4,6
3028276,536446,691799,2023,4,0
3844400,535330,701025,2023,4,1
4047202,544178,756982,2023,4,2
2510447,213883,480496,2023,4,3
1573301,133605,208963,2023,4,4
2259066,174489,346025,2023,4,5
1413511,105167,152505,2023,4,6
3936181,475885,711506,2023,4,0
3959613,529093,715605,2023,4,1
3605949,505463,689747,2023,4,2
3856457,557011,732225,2023,4,3
4006503,496903,704655,2023,4,4
2518555,251559,410927,2023,4,5
1343814,122465,139894,2023,4,6
3883388,508741,696468,2023,4,0
3783503,517545,662584,2023,4,1
3637812,508861,651154,2023,4,2
3999479,543016,709148,2023,4,3
3998882,510013,713042,2023,4,4
2548446,248086,410890,2023,4,5
1464752,132200,150705,2023,4,6
3889180,503099,697206,2023,4,0
3612355,517411,664902,2023,4,1
3814495,524778,693300,2023,4,2
3991602,535503,714173,2023,4,3
4027665,519070,700886,2023,4,4
2561191,266301,421421,2023,4,5
1270554,123105,123971,2023,4,6
1165569,128099,148770,2023,5,0
3962394,525376,713437,2023,5,1
3979615,518225,706135,2023,5,2
3995564,508450,719763,2023,5,3
3994808,515533,721268,2023,5,4
2278685,241610,357813,2023,5,5
1417172,140081,141387,2023,5,6
3923131,478158,720299,2023,5,0
3993566,540880,748556,2023,5,1
4034515,506253,749182,2023,5,2
3991099,534339,750874,2023,5,3
4009733,516755,763375,2023,5,4
2608125,266440,448484,2023,5,5
1544640,146643,171395,2023,5,6
3932169,415272,726325,2023,5,0
3991563,512406,740056,2023,5,1
3807711,528407,749715,2023,5,2
3842982,565994,774229,2023,5,3
3538328,480118,662125,2023,5,4
2477720,217628,409381,2023,5,5
1260362,102217,129031,2023,5,6
3895043,498929,732624,2023,5,0
4006766,457687,739205,2023,5,1
3350058,476834,624506,2023,5,2
1369600,179760,207686,2023,5,3
1528505,162177,183696,2023,5,4
2227972,222265,339544,2023,5,5
1366215,125015,146693,2023,5,6
3855159,481739,719346,2023,5,0
3856069,504333,710187,2023,5,1
3890811,513767,722366,2023,5,2
3952493,523805,717887,2023,6,3
3984068,510935,741274,2023,6,4
2580881,276604,369163,2023,6,5
1476795,130389,122120,2023,6,6
3894136,494213,721104,2023,6,0
3925826,509839,727973,2023,6,1
3975877,520690,743095,2023,6,2
4014725,408899,742607,2023,6,3
3907501,499731,741528,2023,6,4
2455284,248809,419213,2023,6,5
1388284,125195,110556,2023,6,6
3807683,488399,716577,2023,6,0
3624326,475664,668827,2023,6,1
3924802,524694,723172,2023,6,2
3740938,521110,723398,2023,6,3
3785104,514551,747985,2023,6,4
2298944,246081,383897,2023,6,5
1344371,129918,135998,2023,6,6
1466749,162093,194353,2023,6,0
1393821,147534,201503,2023,6,1
3728530,527454,730080,2023,6,2
3510050,506617,695555,2023,6,3
3897673,497060,668444,2023,6,4
2406339,244943,398108,2023,6,5
1422222,131567,136745,2023,6,6
3848390,492237,739799,2023,6,0
3682622,485929,719548,2023,6,1
3920860,514399,737749,2023,6,2
3904703,516531,692658,2023,6,3
3962443,507743,753913,2023,6,4
2546158,264097,429380,2023,7,5
1469406,136882,154194,2023,7,6
3850832,482787,731202,2023,7,0
3810171,530543,734839,2023,7,1
3966764,404171,730951,2023,7,2
3678275,533946,735886,2023,7,3
581350,476974,484457,2023,7,4
2586468,284490,437592,2023,7,5
1364392,142283,141266,2023,7,6
3878313,498713,730642,2023,7,0
3682985,510297,696615,2023,7,1
2996848,469944,587256,2023,7,2
3674232,528987,682904,2023,7,3
3871695,518440,742877,2023,7,4
2460143,280047,429455,2023,7,5
1459400,161476,154761,2023,7,6
3114805,454098,674932,2023,7,0
3153027,473153,683362,2023,7,1
3227398,399625,691845,2023,7,2
3354350,501124,713973,2023,7,3
3322049,467822,696388,2023,7,4
2451880,274229,435237,2023,7,5
1526113,168782,174966,2023,7,6
3010466,425687,643892,2023,7,0
3139410,456088,675694,2023,7,1
3130674,367897,651989,2023,7,2
3197501,464539,691747,2023,7,3
3289688,460000,711751,2023,7,4
2431287,266438,428646,2023,7,5
1525835,159480,180947,2023,7,6
3648319,455230,700702,2023,7,0
3810375,460926,716629,2023,8,1
3837390,488242,718105,2023,8,2
3828142,424530,703797,2023,8,3
3903894,495410,746066,2023,8,4
2628073,276900,456509,2023,8,5
1484280,140648,165879,2023,8,6
3853951,501278,740542,2023,8,0
3910713,524451,753106,2023,8,1
3958600,527449,762703,2023,8,2
3932017,526433,712386,2023,8,3
3919587,529417,762825,2023,8,4
2436740,253353,424530,2023,8,5
336692,2427,17153,2023,8,6
3738824,489383,742015,2023,8,0
3952329,522611,767717,2023,8,1
3868261,525568,711931,2023,8,2
2839103,454645,576038,2023,8,3
3746081,520721,730593,2023,8,4
2523023,264837,451096,2023,8,5
1498713,148461,139072,2023,8,6
1470722,141745,152904,2023,8,0
3830228,525190,756477,2023,8,1
3892988,538735,763559,2023,8,2
3949260,557363,778450,2023,8,3
3989920,530937,794436,2023,8,4
2507612,265201,425928,2023,8,5
1496347,152343,170969,2023,8,6
3843338,513988,762421,2023,8,0
3926917,535322,768372,2023,8,1
3954262,531352,772470,2023,8,2
3936569,537085,770899,2023,8,3
3978193,524814,787493,2023,9,4
2256013,247423,345418,2023,9,5
987214,109317,114315,2023,9,6
3787224,520420,752468,2023,9,0
3936215,535872,770500,2023,9,1
3752760,538437,757610,2023,9,2
3350958,527541,706748,2023,9,3
4023953,534894,784053,2023,9,4
2633587,273906,389731,2023,9,5
1590223,156675,180000,2023,9,6
3157884,479100,697433,2023,9,0
4008768,538605,780312,2023,9,1
4049409,547738,791663,2023,9,2
4048431,585516,807884,2023,9,3
4066631,538302,807637,2023,9,4
2638030,277477,457063,2023,9,5
1334588,123646,149829,2023,9,6
3921444,513934,767891,2023,9,0
3970560,552623,777078,2023,9,1
3940228,544059,767520,2023,9,2
3507997,485331,720474,2023,9,3
3959797,474542,780458,2023,9,4
2529964,204852,435709,2023,9,5
1469640,148204,174023,2023,9,6
3753264,482791,721219,2023,9,0
3818048,521975,739340,2023,9,1
4014555,552967,773372,2023,9,2
4009350,567717,786995,2023,9,3
3992097,563935,786138,2023,9,4
2579648,281029,467665,2023,9,5
1520759,156617,182912,2023,10,6
3913201,515535,755284,2023,10,0
3778358,540817,769799,2023,10,1
3828482,538931,764574,2023,10,2
4066166,554821,793976,2023,10,3
4066937,537628,807967,2023,10,4
2721535,291771,488818,2023,10,5
1646153,161058,188333,2023,10,6
3985320,525131,788134,2023,10,0
4074030,557475,796806,2023,10,1
3981444,549407,776578,2023,10,2
4114665,572560,826247,2023,10,3
2237759,235939,391258,2023,10,4
2480917,253135,446256,2023,10,5
1500682,141980,192587,2023,10,6
1474362,149294,232267,2023,10,0
4004208,534537,776418,2023,10,1
4043456,551617,759838,2023,10,2
4046099,562189,792388,2023,10,3
4076930,542280,804220,2023,10,4
2495342,248643,439957,2023,10,5
236439,274,3516,2023,10,6
3384721,473526,663522,2023,10,0
3957456,535606,755149,2023,10,1
4029706,562901,795726,2023,10,2
4034156,551610,790339,2023,10,3
4034081,534438,802529,2023,10,4
2615105,280514,477188,2023,10,5
1432924,146764,163307,2023,10,6
3614930,500481,696811,2023,10,0
3694743,527520,729830,2023,10,1
3946509,541613,758108,2023,11,2
3021387,490832,613358,2023,11,3
3851698,545642,759603,2023,11,4
2560304,332848,282634,2023,11,5
1625772,163750,190515,2023,11,6
3939887,519799,768471,2023,11,0
4004278,555504,783344,2023,11,1
4086454,549296,790407,2023,11,2
4111588,596064,802179,2023,11,3
3586458,511103,716442,2023,11,4
2687497,294466,482467,2023,11,5
1612948,166447,198392,2023,11,6
3940309,522494,770733,2023,11,0
4054276,551393,793092,2023,11,1
4025335,556175,777705,2023,11,2
4053602,551717,792443,2023,11,3
4020818,534301,796235,2023,11,4
2596776,271424,474103,2023,11,5
245598,1052,6634,2023,11,6
1540509,153196,236574,2023,11,0
3865493,534167,760073,2023,11,1
4024262,546438,778573,2023,11,2
4008857,557937,785724,2023,11,3
4025179,540659,797905,2023,11,4
2608677,291875,468826,2023,11,5
1550563,160509,176522,2023,11,6
3786965,502517,741469,2023,11,0
3825784,539923,761065,2023,11,1
3621302,510189,707400,2023,11,2
3952409,536574,775518,2023,11,3
3463368,482830,701040,2023,12,4
2646077,291104,403984,2023,12,5
1393303,145262,159407,2023,12,6
3812954,518691,737733,2023,12,0
3809210,540116,757742,2023,12,1
3467519,517985,691040,2023,12,2
3974768,584375,800022,2023,12,3
2135294,239060,349755,2023,12,4
2525084,271260,450465,2023,12,5
1506546,155715,180879,2023,12,6
3736773,513565,767668,2023,12,0
3754739,531408,760302,2023,12,1
3645404,524282,733650,2023,12,2
3757536,535081,769677,2023,12,3
3788711,524752,775228,2023,12,4
2565782,276990,465883,2023,12,5
1076434,110451,41225,2023,12,6
3075779,463303,579700,2023,12,0
3635858,536647,743040,2023,12,1
3617911,487211,722397,2023,12,2
3710236,543944,783212,2023,12,3
3707432,500749,780146,2023,12,4
2564382,250076,454659,2023,12,5
1298191,105594,137868,2023,12,6
769610,76895,101499,2023,12,0
3016279,424322,677149,2023,12,1
3066816,463668,693746,2023,12,2
3051546,441843,695797,2023,12,3
3094848,413323,696036,2023,12,4
2236418,208789,392649,2023,12,5
1172117,94848,123018,2023,12,6
2747549,312685,615604,2024,2,3
2831687,300928,616279,2024,2,4
1998010,147866,362521,2024,2,5
1306339,90215,161344,2024,2,6
2904905,316743,658815,2024,2,0
2823565,325295,635735,2024,2,1
2849430,329152,640366,2024,2,2
2778225,286382,622715,2024,2,3
2770752,313088,625660,2024,2,4
1886152,146388,340944,2024,2,5
1244594,91527,153054,2024,2,6
1022887,81374,148577,2024,2,0
1425235,111227,228623,2024,2,1
3106928,351849,708520,2024,2,2
3026541,351442,682541,2024,2,3
3060866,327018,686643,2024,2,4
2107216,162998,397188,2024,2,5
1191308,87688,136663,2024,2,6
3023046,327549,669479,2024,2,0
3044894,344053,668545,2024,2,1
2863017,258822,1024,2024,2,2
3059011,355861,673625,2024,2,3
3154888,348063,692842,2024,2,4
2144539,173021,399961,2024,2,5
1237916,91003,138887,2024,2,6
2716825,321391,580952,2024,2,0
3185658,363572,695747,2024,2,1
3201712,369052,695080,2024,2,2
3190210,373930,703012,2024,2,3
3374167,338804,698883,2024,3,4
2037823,164490,375127,2024,3,5
1344184,101580,165496,2024,3,6
3347322,361868,715933,2024,3,0
3428553,378166,713724,2024,3,1
3679047,382528,732889,2024,3,2
3325510,467661,738444,2024,3,3
3459924,495959,741336,2024,3,4
2285021,238146,429580,2024,3,5
1382547,141667,180236,2024,3,6
3272015,450688,663253,2024,3,0
2321425,380279,493774,2024,3,1
2778610,437497,553805,2024,3,2
3051514,460070,602738,2024,3,3
3804487,505720,777137,2024,3,4
2329148,242818,454982,2024,3,5
1413574,145446,183461,2024,3,6
3710971,504908,770875,2024,3,0
3751809,527026,759978,2024,3,1
2342522,375926,492076,2024,3,2
3804285,544193,774092,2024,3,3
3881009,526959,793161,2024,3,4
2408147,257615,474657,2024,3,5
1427566,247598,184114,2024,3,6
3801601,518750,773807,2024,3,0
3859378,545183,779191,2024,3,1
3898781,545116,796890,2024,3,2
2401776,267964,532500,2024,3,3
1503447,167002,266087,2024,3,4
2005291,210599,383180,2024,3,5
1218350,125228,151135,2024,3,6
1302399,148787,221904,2024,4,0
1394903,149434,238571,2024,4,1
3161415,487773,644568,2024,4,2
3646869,545519,792351,2024,4,3
3899147,533752,787244,2024,4,4
2416735,264107,464657,2024,4,5
1430708,148000,183206,2024,4,6
3701371,518519,755745,2024,4,0
3844191,548605,778032,2024,4,1
3872937,570685,796523,2024,4,2
973674,533406,586453,2024,4,3
3876563,544258,806892,2024,4,4
1991073,233379,380770,2024,4,5
1100035,122059,130161,2024,4,6
3142959,492940,661498,2024,4,0
3781545,559174,762146,2024,4,1
3932145,561810,795159,2024,4,2
3947257,571436,802375,2024,4,3
3984842,554093,814364,2024,4,4
2504007,277220,497098,2024,4,5
1296712,133289,157844,2024,4,6
3334679,505833,677789,2024,4,0
3780951,685562,813890,2024,4,1
3912350,549495,784118,2024,4,2
3451827,549392,707727,2024,4,3
3444370,508248,702023,2024,4,4
2360065,266182,453685,2024,4,5
1383974,145973,176965,2024,4,6
3746706,523021,751661,2024,4,0
3758512,556412,754954,2024,4,1
1106290,135888,165100,2024,5,2
3870764,549936,757415,2024,5,3
3891541,537725,787250,2024,5,4
2418522,269781,463568,2024,5,5
1291316,129949,157926,2024,5,6
3656457,486593,701782,2024,5,0
3788721,542365,751950,2024,5,1
3890768,559417,754439,2024,5,2
304396,1,90,2024,5,3
4017633,540646,759728,2024,5,4
2470330,276177,456841,2024,5,5
1195949,128675,144314,2024,5,6
3772856,519434,699478,2024,5,0
3823785,540036,714066,2024,5,1
3816997,532646,706840,2024,5,2
3846780,544783,713757,2024,5,3
3849945,484330,713103,2024,5,4
2392639,227195,431748,2024,5,5
1332853,109690,150863,2024,5,6
3738404,446926,679260,2024,5,0
3774532,467571,705294,2024,5,1
3781534,467818,709054,2024,5,2
3326321,437864,669182,2024,5,3
3718271,446096,699790,2024,5,4
1758390,167709,279882,2024,5,5
1215830,104983,128471,2024,5,6
3567831,430361,667885,2024,5,0
3673052,457652,691854,2024,5,1
3748766,458825,695735,2024,5,2
3723868,441403,456327,2024,5,3
3768760,447418,697867,2024,5,4
2342976,210595,405960,2024,6,5
1161525,93307,128981,2024,6,6
3698679,430050,687209,2024,6,0
3659657,421135,619956,2024,6,1
3720470,438807,671423,2024,6,2
3835307,459340,716044,2024,6,3
3858677,448272,724982,2024,6,4
2454445,216503,438343,2024,6,5
1407005,109600,159431,2024,6,6
3842852,434955,711549,2024,6,0
3792562,434745,685836,2024,6,1
3658281,458099,697567,2024,6,2
3936305,471105,727186,2024,6,3
3874449,455104,728504,2024,6,4
2584348,224373,452329,2024,6,5
1356075,109937,159750,2024,6,6
1450994,122480,228628,2024,6,0
3808040,455440,712576,2024,6,1
3886727,419926,723607,2024,6,2
1733672,162625,292279,2024,6,3
1404439,134316,204119,2024,6,4
2043052,178813,349622,2024,6,5
1296369,105369,150674,2024,6,6
3748339,427733,697598,2024,6,0
3751733,430435,652463,2024,6,1
3733898,441668,690266,2024,6,2
3753682,435145,682192,2024,6,3
3857496,450138,719009,2024,6,4
2290782,211043,398978,2024,6,5
1300494,109781,139139,2024,6,6
3733713,422595,687918,2024,7,0
3823161,450167,695884,2024,7,1
3817227,449109,697020,2024,7,2
3767820,458880,696300,2024,7,3
3660359,443397,708644,2024,7,4
2325760,216583,400878,2024,7,5
1340954,121333,149755,2024,7,6
3587586,429477,676088,2024,7,0
1394248,152635,204712,2024,7,1
3639795,445974,678795,2024,7,2
3601201,451135,682420,2024,7,3
3699135,443078,700945,2024,7,4
2343801,228694,412217,2024,7,5
1328098,129189,147646,2024,7,6
2863195,368825,605442,2024,7,0
3060141,401872,655226,2024,7,1
3150418,422242,678569,2024,7,2
3150263,421499,680680,2024,7,3
3097188,391546,655847,2024,7,4
2168476,216811,364823,2024,7,5
1315956,126433,154924,2024,7,6
2869750,360853,617613,2024,7,0
2992161,395575,644233,2024,7,1
2840617,370939,592475,2024,7,2
3126056,414626,679805,2024,7,3
3189046,401153,675061,2024,7,4
2367767,237857,410546,2024,7,5
1433986,130739,164557,2024,7,6
3552669,387651,641082,2024,7,0
3606120,413335,646684,2024,7,1
3663452,419608,653188,2024,7,2
3681075,428241,662767,2024,8,3
3748965,417847,686595,2024,8,4
2059328,199415,318433,2024,8,5
1399330,122910,156972,2024,8,6
3679024,430795,673623,2024,8,0
3526081,444752,639875,2024,8,1
3785621,477234,688880,2024,8,2
3555067,457646,631542,2024,8,3
3790244,453337,688637,2024,8,4
2458591,235412,424829,2024,8,5
1426707,128553,160178,2024,8,6
3707848,425876,673379,2024,8,0
3836763,459012,699563,2024,8,1
3747350,463357,709869,2024,8,2
3872311,477147,725219,2024,8,3
3862608,463101,722808,2024,8,4
2145965,215606,350239,2024,8,5
1373854,124757,151874,2024,8,6
3609729,439706,679241,2024,8,0
3595394,437987,649603,2024,8,1
3081970,414095,569607,2024,8,2
3621364,470821,668741,2024,8,3
3804413,460392,714907,2024,8,4
2316710,222113,400628,2024,8,5
1341350,124840,150304,2024,8,6
3755342,446686,697960,2024,8,0
3837095,468674,706124,2024,8,1
3854983,470997,707160,2024,8,2
3830930,471898,711321,2024,8,3
3104764,411079,592267,2024,8,4
1457173,158873,218861,2024,8,5
1177628,114248,122440,2024,9,6
3774034,449662,699720,2024,9,0
3855051,473423,715886,2024,9,1
3869218,482338,715897,2024,9,2
3849167,481157,714332,2024,9,3
3892400,469792,733502,2024,9,4
