colectivo_amba,subte_amba,tren_amba,anio,mes,dia_semana
2498400,235822,445764,2024,9,5
1493061,127228,173596,2024,9,6
3766342,447407,703485,2024,9,0
3721229,464374,686059,2024,9,1
3238889,460879,683779,2024,9,2
3858353,471103,709259,2024,9,3
3896219,457103,737022,2024,9,4
2426591,224079,418997,2024,9,5
1433853,126270,156332,2024,9,6
3769334,440004,666569,2024,9,0
3838637,462223,701243,2024,9,1
3834168,466532,707517,2024,9,2
3579313,451723,660632,2024,9,3
3908133,463182,721792,2024,9,4
2390240,221110,407438,2024,9,5
1269170,118005,141593,2024,9,6
3724724,437548,698578,2024,9,0
3816986,463863,710678,2024,9,1
3802321,461314,701114,2024,9,2
3656460,437066,681899,2024,9,3
3832802,447471,717029,2024,9,4
2412629,228066,418325,2024,9,5
1448102,131568,157164,2024,9,6
3388572,411403,642644,2024,9,0
3849030,447296,714183,2024,10,1
3443611,481448,702953,2024,10,2
3824684,436283,702402,2024,10,3
3870135,438094,731677,2024,10,4
2449820,224052,451338,2024,10,5
1442466,118691,164146,2024,10,6
3689092,417174,701123,2024,10,0
3867408,459930,721079,2024,10,1
3889591,462407,727446,2024,10,2
3807923,444025,717332,2024,10,3
1974844,177769,320998,2024,10,4
1904668,166298,302700,2024,10,5
1240821,102397,138563,2024,10,6
3685927,418551,690801,2024,10,0
3825198,448606,704576,2024,10,1
3879538,454265,724303,2024,10,2
3652925,426103,674933,2024,10,3
3915926,438588,735239,2024,10,4
2497909,218369,441201,2024,10,5
1386546,113361,168320,2024,10,6
3529132,389453,654876,2024,10,0
3693956,422506,676558,2024,10,1
3281148,409861,618854,2024,10,2
3497559,432819,658602,2024,10,3
3771544,427461,711780,2024,10,4
2406362,209360,421793,2024,10,5
1426953,111781,160825,2024,10,6
3775071,419244,712605,2024,10,0
3834985,446749,715669,2024,10,1
2867445,27,343,2024,10,2
3420951,394466,617385,2024,10,3
3814842,434003,720919,2024,11,4
2219390,233393,385591,2024,11,5
1391220,106322,158920,2024,11,6
3119302,391204,601669,2024,11,0
3919409,449402,726567,2024,11,1
3879724,435975,723093,2024,11,2
3855752,452480,723824,2024,11,3
3889200,434399,738393,2024,11,4
2481037,171118,444834,2024,11,5
1371610,113347,164883,2024,11,6
3700432,408406,682644,2024,11,0
3860537,438425,716342,2024,11,1
3889643,441425,719895,2024,11,2
3858690,445505,719468,2024,11,3
3838371,425086,720399,2024,11,4
2307063,197122,405413,2024,11,5
1064100,93805,116900,2024,11,6
1497163,125714,227969,2024,11,0
3736123,433747,703104,2024,11,1
3859722,381206,701324,2024,11,2
3827958,439174,709117,2024,11,3
3853048,420324,714937,2024,11,4
2391564,205639,413250,2024,11,5
1358855,109226,154915,2024,11,6
3540938,393907,649461,2024,11,0
3572258,414208,652859,2024,11,1
3468769,405793,641288,2024,11,2
3771480,425783,689681,2024,11,3
3791953,407655,697885,2024,11,4
2397364,204847,421462,2024,11,5
1106071,94580,120976,2024,12,6
3634694,389333,647269,2024,12,0
3655047,387455,564985,2024,12,1
3693770,396607,679697,2024,12,2
3581181,404683,685032,2024,12,3
3594151,377813,665867,2024,12,4
2484548,206738,419972,2024,12,5
1455683,115729,160048,2024,12,6
3394798,364376,684038,2024,12,0
3585972,386316,690643,2024,12,1
3588536,377267,690283,2024,12,2
3563674,386996,687350,2024,12,3
3545913,382329,678268,2024,12,4
2480858,177914,408435,2024,12,5
1452652,107962,158988,2024,12,6
3451738,352723,683052,2024,12,0
3476956,365763,684180,2024,12,1
3476504,355340,619675,2024,12,2
3484482,386721,700503,2024,12,3
3593539,378565,715318,2024,12,4
2577081,203477,437667,2024,12,5
1578267,111253,173155,2024,12,6
3278495,328238,666541,2024,12,0
1842759,122789,323158,2024,12,1
644780,46004,79601,2024,12,2
2810147,286317,589172,2024,12,3
2976752,293401,614924,2024,12,4
2124050,151157,362804,2024,12,5
1270025,81253,138001,2024,12,6
2780409,263642,579487,2024,12,0
1613157,101214,288613,2024,12,1
567642,37314,67417,2025,1,2
2416320,236200,490263,2025,1,3
2649136,252607,552411,2025,1,4
1938511,135130,336373,2025,1,5
1186918,76364,138726,2025,1,6
2658320,264333,567009,2025,1,0
2660221,266258,565846,2025,1,1
2655389,266246,567585,2025,1,2
2666785,266277,563462,2025,1,3
2728851,254485,577254,2025,1,4
1952634,132371,331410,2025,1,5
1175762,73117,137531,2025,1,6
2601496,246118,557592,2025,1,0
2627750,257303,549778,2025,1,1
2608280,249576,546150,2025,1,2
2486600,239401,518664,2025,1,3
2622400,237911,540459,2025,1,4
1880108,124220,304388,2025,1,5
926551,59455,103316,2025,1,6
2652381,247292,563254,2025,1,0
2711993,261288,577059,2025,1,1
2654501,250551,563116,2025,1,2
2573721,282939,546224,2025,1,3
2613119,239955,550211,2025,1,4
1943941,132014,336878,2025,1,5
1191636,73202,132588,2025,1,6
2572385,241653,562042,2025,1,0
2604526,229105,304025,2025,1,1
2712978,263522,593488,2025,1,2
2672053,258204,579338,2025,1,3
2732842,251044,584231,2025,1,4
1935024,188987,344113,2025,2,5
1138334,68804,123160,2025,2,6
2524138,245008,549759,2025,2,0
2575077,258314,548833,2025,2,1
2143741,226180,439599,2025,2,2
2917505,292196,627496,2025,2,3
2903254,274537,628143,2025,2,4
2027861,140248,352355,2025,2,5
1157345,78424,128540,2025,2,6
2678870,254733,580077,2025,2,0
2465392,251283,474947,2025,2,1
2989214,290230,641212,2025,2,2
2997700,292302,640124,2025,2,3
2953825,275019,621152,2025,2,4
2060795,141917,354523,2025,2,5
1172795,76651,123637,2025,2,6
2984469,273438,626116,2025,2,0
3057292,290973,634688,2025,2,1
3066510,287680,629035,2025,2,2
3046638,293684,620980,2025,2,3
2997583,270982,621522,2025,2,4
1990887,133421,321925,2025,2,5
1196141,72748,121052,2025,2,6
2638774,265519,519084,2025,2,0
3061830,289373,581691,2025,2,1
3068969,291207,584196,2025,2,2
3115478,301061,595179,2025,2,3
2918277,278280,573861,2025,2,4
2065219,145540,298505,2025,3,5
1023793,72787,113079,2025,3,6
987418,74713,137851,2025,3,0
1349293,92690,190960,2025,3,1
3278950,262243,591126,2025,3,2
3201551,296455,597903,2025,3,3
3258337,296746,628503,2025,3,4
2006480,166795,327584,2025,3,5
1348254,92707,146760,2025,3,6
3623218,330585,670706,2025,3,0
3623539,337541,661659,2025,3,1
3676619,355729,678465,2025,3,2
3716634,347140,678192,2025,3,3
3762119,335080,700479,2025,3,4
2329788,170557,398003,2025,3,5
1316646,90780,145329,2025,3,6
3669024,321628,674758,2025,3,0
3713698,332510,671942,2025,3,1
3745882,345348,689005,2025,3,2
3810444,363034,702846,2025,3,3
3786906,343251,723778,2025,3,4
2235947,161899,412126,2025,3,5
1144979,81428,140692,2025,3,6
1313869,162473,222719,2025,3,0
3857087,365639,714100,2025,3,1
3864971,362931,714530,2025,3,2
3754942,362848,716008,2025,3,3
3673159,336002,682532,2025,3,4
2331809,170121,404815,2025,3,5
1270889,83524,145437,2025,3,6
3613698,340939,682100,2025,3,0
3924675,372731,735558,2025,4,1
1549022,112381,238167,2025,4,2
3918323,375788,738865,2025,4,3
3865022,357667,733161,2025,4,4
2347607,174510,414084,2025,4,5
1379300,101622,162060,2025,4,6
3551254,345251,685161,2025,4,0
3749831,368795,705655,2025,4,1
3712840,351876,666867,2025,4,2
2349656,42,475,2025,4,3
3996539,361768,749675,2025,4,4
2387849,183328,418252,2025,4,5
1434718,104584,165126,2025,4,6
3871128,358515,730215,2025,4,0
3872117,369924,713671,2025,4,1
3922637,388147,740703,2025,4,2
2179349,177495,439830,2025,4,3
1420654,114502,210254,2025,4,4
2069399,156824,359525,2025,4,5
1271251,88961,142063,2025,4,6
3719371,349580,700178,2025,4,0
3756328,359155,701084,2025,4,1
3788042,364990,699467,2025,4,2
3856818,379194,716191,2025,4,3
3846334,374316,722601,2025,4,4
2286226,188092,386134,2025,4,5
1295234,99012,146667,2025,4,6
3757313,360378,706947,2025,4,0
3850693,372933,711583,2025,4,1
3907303,396752,738414,2025,4,2
1092443,86594,154773,2025,5,3
2336561,196936,413831,2025,5,4
2204128,174003,378887,2025,5,5
1251892,93386,133971,2025,5,6
3348516,336224,631989,2025,5,0
891014,344861,467945,2025,5,1
3768616,369252,699247,2025,5,2
3745020,371866,698385,2025,5,3
3909362,371718,739997,2025,5,4
2404068,195982,427269,2025,5,5
1375420,105920,154407,2025,5,6
3775494,352014,716590,2025,5,0
3820319,358628,710924,2025,5,1
3810659,355869,702410,2025,5,2
3761342,359606,706114,2025,5,3
2555904,298265,533390,2025,5,4
1471440,121748,240275,2025,5,5
1259150,100420,130039,2025,5,6
3659461,339055,681456,2025,5,0
3574992,358343,694622,2025,5,1
3794164,354484,692000,2025,5,2
3622098,357882,688533,2025,5,3
3703916,333207,684773,2025,5,4
2297998,180836,412448,2025,5,5
1275827,97922,146649,2025,5,6
3387356,320733,633261,2025,5,0
2849738,315227,553277,2025,5,1
3758323,356725,654444,2025,5,2
3728802,352384,689734,2025,5,3
3727659,346051,700081,2025,5,4
2258390,176418,396206,2025,5,5
1290144,91660,141622,2025,6,6
3664322,327094,691783,2025,6,0
3719947,336877,683537,2025,6,1
3724437,357235,700427,2025,6,2
3755903,348609,701545,2025,6,3
3760822,341076,719649,2025,6,4
2304005,175435,405803,2025,6,5
1302123,95202,138801,2025,6,6
3675300,329915,697241,2025,6,0
3729970,348199,705182,2025,6,1
3547727,339233,684682,2025,6,2
3733005,341872,697403,2025,6,3
3586191,328498,693807,2025,6,4
1928822,150285,321039,2025,6,5
1219544,86035,128894,2025,6,6
1249349,92961,184615,2025,6,0
3668372,332588,639203,2025,6,1
3494041,340351,637764,2025,6,2
3801154,353144,662621,2025,6,3
1712765,128130,246828,2025,6,4
2110998,159454,359785,2025,6,5
1117977,79915,114414,2025,6,6
3186290,297000,608474,2025,6,0
3522345,314745,651199,2025,6,1
3665211,326474,667753,2025,6,2
3621884,324163,663359,2025,6,3
3547533,317466,676654,2025,6,4
2227825,167473,397116,2025,6,5
1140902,81697,122266,2025,6,6
3372045,300771,626191,2025,6,0
3334619,306612,623244,2025,7,1
3483369,315637,633819,2025,7,2
3500582,312661,658924,2025,7,3
3689390,326576,690590,2025,7,4
2287976,182461,405755,2025,7,5
1303607,96498,137814,2025,7,6
3597789,319700,661307,2025,7,0
3739492,341246,684909,2025,7,1
1462747,100432,138044,2025,7,2
3711853,345205,691797,2025,7,3
3733629,338961,683527,2025,7,4
2294671,180804,406181,2025,7,5
1313078,95770,145163,2025,7,6
3583140,315515,640148,2025,7,0
3636186,332095,657095,2025,7,1
2808342,297817,521692,2025,7,2
3520578,350741,649120,2025,7,3
3642667,332098,677503,2025,7,4
2300773,181061,402057,2025,7,5
1489141,113357,165973,2025,7,6
2866670,277873,610780,2025,7,0
2888410,288073,614341,2025,7,1
2914692,296927,617630,2025,7,2
2916003,294184,617671,2025,7,3
2724073,274049,572823,2025,7,4
2030045,169401,359317,2025,7,5
1154146,98028,132888,2025,7,6
2795400,265368,602473,2025,7,0
2881690,283244,620817,2025,7,1
2928340,287038,622866,2025,7,2
2882547,280862,608669,2025,7,3
2488432,237424,519171,2025,8,4
2176773,169545,386889,2025,8,5
1312668,95816,147249,2025,8,6
3549990,274334,635385,2025,8,0
3576369,320835,641119,2025,8,1
3622618,327559,651106,2025,8,2
3586044,343595,657990,2025,8,3
3643721,330353,664983,2025,8,4
2275632,176776,378677,2025,8,5
1344794,97202,134710,2025,8,6
3590771,313303,615957,2025,8,0
3725586,339629,640890,2025,8,1
3715806,343451,640425,2025,8,2
3731572,356388,657132,2025,8,3
2323351,183521,394681,2025,8,4
2106604,157534,340770,2025,8,5
1189858,89601,122638,2025,8,6
3562194,318858,653523,2025,8,0
2344898,276341,471923,2025,8,1
3024686,314230,556250,2025,8,2
3772892,353091,699979,2025,8,3
3662047,334837,675536,2025,8,4
2277026,171783,383037,2025,8,5
1305893,95570,149268,2025,8,6
3712495,324452,681678,2025,8,0
3757436,335847,684499,2025,8,1
3750134,337679,677057,2025,8,2
3779439,343968,687253,2025,8,3
3742239,332184,690490,2025,8,4
2188794,161395,371443,2025,8,5
818565,60255,88306,2025,8,6
3153242,299889,584279,2025,9,0
3526714,328444,652877,2025,9,1
3724900,337898,679629,2025,9,2
3737597,342097,690840,2025,9,3
3733334,330119,700194,2025,9,4
2259780,168141,403569,2025,9,5
865692,84114,101624,2025,9,6
3642729,321137,666863,2025,9,0
3789632,339628,693824,2025,9,1
3751880,339775,675804,2025,9,2
3203424,318057,678963,2025,9,3
3684325,314216,665548,2025,9,4
2294060,163938,390611,2025,9,5
1348402,89920,143059,2025,9,6
3546167,313659,628572,2025,9,0
3752424,326281,685936,2025,9,1
3633432,356118,683267,2025,9,2
3708057,329915,671108,2025,9,3
3206116,302611,613462,2025,9,4
1948383,140748,320876,2025,9,5
1231812,94297,128154,2025,9,6
3695729,315489,645107,2025,9,0
3729520,323668,645657,2025,9,1
3695750,308800,476341,2025,9,2
3724452,324238,499484,2025,9,3
3734632,313605,541593,2025,9,4
1797792,141556,280725,2025,9,5
1337867,94292,138138,2025,9,6
3510465,300761,630461,2025,9,0
3715161,324904,646068,2025,9,1
3754915,328270,665230,2025,10,2
3713171,317848,656759,2025,10,3
3778388,329765,670327,2025,10,4
2289671,167581,409444,2025,10,5
1072900,78087,114723,2025,10,6
3642445,312666,658597,2025,10,0
3710910,312073,677343,2025,10,1
3668903,326833,683128,2025,10,2
3851252,344603,704554,2025,10,3
1874426,134607,281730,2025,10,4
2119872,152946,328272,2025,10,5
1147441,80785,116754,2025,10,6
3664742,311551,629420,2025,10,0
3445298,316190,667959,2025,10,1
3787812,322181,665079,2025,10,2
3801975,327892,669770,2025,10,3
3723983,324142,673927,2025,10,4
2379776,166295,395986,2025,10,5
1303947,82357,140347,2025,10,6
3598801,304118,648731,2025,10,0
3679542,307019,646390,2025,10,1
3696378,316867,641206,2025,10,2
3773824,326358,672269,2025,10,3
2904619,278202,536331,2025,10,4
1741511,123681,261952,2025,10,5
916899,86341,78794,2025,10,6
3573908,297293,641607,2025,10,0
3731415,315834,646978,2025,10,1
3701779,314750,655056,2025,10,2
3745279,315927,658662,2025,10,3
3779568,319177,667821,2025,10,4
2280924,199303,381550,2025,11,5
1238857,84253,121760,2025,11,6
3644734,304030,653938,2025,11,0
3330441,302739,609607,2025,11,1
3788018,320678,668460,2025,11,2
3741930,316397,666690,2025,11,3
3392472,314241,644699,2025,11,4
2261732,144825,404710,2025,11,5
1283154,86126,138430,2025,11,6
3651755,300431,659904,2025,11,0
3669506,315039,649805,2025,11,1
3735349,312158,624107,2025,11,2
3756275,316584,634521,2025,11,3
3726373,309206,648573,2025,11,4
2238728,162695,369408,2025,11,5
1169252,81202,116980,2025,11,6
3670565,296437,618699,2025,11,0
3732275,307031,639563,2025,11,1
3525284,314690,641653,2025,11,2
3454962,310749,600592,2025,11,3
2300651,166521,396464,2025,11,4
2155802,153418,351198,2025,11,5
1333162,90325,126522,2025,11,6
1363689,98262,192788,2025,11,0
3660790,300258,623842,2025,11,1
3633130,299521,621736,2025,11,2
3625694,303744,618928,2025,11,3
3675288,296744,634635,2025,11,4
1830778,134241,299004,2025,11,5
1092589,71854,103873,2025,11,6
3478671,280797,614093,2025,12,0
3609184,295208,638472,2025,12,1
3364625,292520,633147,2025,12,2
3528861,300765,614581,2025,12,3
3392467,291983,624659,2025,12,4
2204511,159595,385768,2025,12,5
1346613,90405,138963,2025,12,6
1398343,96533,194242,2025,12,0
3322757,292670,638796,2025,12,1
3553381,301771,648656,2025,12,2
3458384,302775,625804,2025,12,3
3528375,297474,644179,2025,12,4
2227857,158725,369390,2025,12,5
1204558,80291,112819,2025,12,6
3392742,279407,631846,2025,12,0
3435501,291537,646813,2025,12,1
3447163,297307,635476,2025,12,2
3303166,312751,630841,2025,12,3
3437408,295822,640914,2025,12,4
2207724,158275,369575,2025,12,5
1407674,89762,141630,2025,12,6
3284988,282873,636948,2025,12,0
3093615,271132,608309,2025,12,1
1784958,102249,292206,2025,12,2
588451,37085,64973,2025,12,3
2464433,203761,491847,2025,12,4
1828588,114095,292375,2025,12,5
1103029,63432,101061,2025,12,6
2651432,223004,527171,2025,12,0
2531885,211290,501363,2025,12,1
1421086,82086,227844,2025,12,2
531707,33667,54292,2026,1,3
2217153,175352,440407,2026,1,4
1727281,111285,280808,2026,1,5
1066846,65038,102412,2026,1,6
2560220,216403,519891,2026,1,0
2538327,217461,514270,2026,1,1
2494850,213790,503583,2026,1,2
2567784,223960,526361,2026,1,3
2622183,216286,531148,2026,1,4
1650585,105940,256913,2026,1,5
1107559,67512,103432,2026,1,6
2484593,212104,483225,2026,1,0
2515521,218080,487579,2026,1,1
2539793,215594,483291,2026,1,2
2413723,206768,458680,2026,1,3
2665001,210918,508516,2026,1,4
1800380,116988,292750,2026,1,5
1099314,68222,96852,2026,1,6
2552140,214153,504385,2026,1,0
2583561,218498,503479,2026,1,1
2586462,216823,498711,2026,1,2
2558468,215217,495753,2026,1,3
2577860,210190,494557,2026,1,4
1766178,111256,285852,2026,1,5
1041548,62357,95885,2026,1,6
2392243,201926,468311,2026,1,0
2480819,213812,478463,2026,1,1
2557394,220179,495453,2026,1,2
2545444,217781,491978,2026,1,3
2585986,214148,503751,2026,1,4
1820170,120747,293911,2026,1,5
1082810,62172,96442,2026,2,6
2554594,221312,496223,2026,2,0
2499830,223310,484815,2026,2,1
2591664,230080,504261,2026,2,2
2507655,217099,441336,2026,2,3
2699180,234628,542989,2026,2,4
1893920,133625,283309,2026,2,5
1105380,69745,90191,2026,2,6
2675676,229414,520647,2026,2,0
2711985,240400,521141,2026,2,1
2710047,243709,515974,2026,2,2
2798791,239567,533987,2026,2,3
2867346,244570,554865,2026,2,4
1953797,135995,251717,2026,2,5
957025,64862,69206,2026,2,6
1235150,81020,139960,2026,2,0
1226126,78847,132629,2026,2,1
2890670,248374,527728,2026,2,2
357519,5,347,2026,2,3
3054832,258068,567024,2026,2,4
1936653,125976,309019,2026,2,5
1119741,69439,98304,2026,2,6
2875942,240141,536148,2026,2,0
2869064,251539,520722,2026,2,1
3005677,261872,540744,2026,2,2
2990878,265704,551530,2026,2,3
2990437,266004,549046,2026,2,4
1992932,133231,315281,2026,2,5
1135807,72425,106050,2026,3,6
2955578,254661,544994,2026,3,0
3111450,263048,543121,2026,3,1
3226933,273579,561592,2026,3,2
3230214,277027,555779,2026,3,3
3255443,270485,574982,2026,3,4
2047775,136982,327919,2026,3,5
1188143,77964,108481,2026,3,6
3259592,300157,589215,2026,3,0
3548370,294161,592810,2026,3,1
3571624,294173,596008,2026,3,2
3548981,294882,604841,2026,3,3
3597772,288355,631305,2026,3,4
2084770,139951,358686,2026,3,5
1207925,79363,132899,2026,3,6
3462110,280257,592661,2026,3,0
3341473,288785,571111,2026,3,1
3641491,303610,622432,2026,3,2
3630219,309051,622319,2026,3,3
3610135,298223,626994,2026,3,4
1752847,122272,265000,2026,3,5
1232436,86580,119580,2026,3,6
1875267,146055,319437,2026,3,0
1318783,170328,220385,2026,3,1
3698821,313608,645490,2026,3,2
3671241,315100,635547,2026,3,3
3639552,305693,636301,2026,3,4
1890387,129953,291493,2026,3,5
992083,65675,93302,2026,3,6
3557021,303627,622456,2026,3,0
3581526,312554,613473,2026,3,1
3489286,309847,610124,2026,4,2
1492043,104458,205806,2026,4,3
1192621,88183,148839,2026,4,4
1824600,131913,272837,2026,4,5
1083032,72020,100977,2026,4,6
2999535,284618,544150,2026,4,0
3285647,306419,588912,2026,4,1
3471524,316976,613535,2026,4,2
3453696,320947,630215,2026,4,3
3697243,317105,661525,2026,4,4
2148176,157117,362469,2026,4,5
1237268,90788,127943,2026,4,6
3654272,308107,632480,2026,4,0
3696085,320565,652155,2026,4,1
3142502,299443,562826,2026,4,2
3443926,319323,614900,2026,4,3
3589577,319786,647986,2026,4,4
2197500,191363,374619,2026,4,5
1185271,84750,120131,2026,4,6
3521587,308471,626222,2026,4,0
3235934,309416,594147,2026,4,1
3704687,326193,644988,2026,4,2
3656338,324470,623382,2026,4,3
3702610,321469,658349,2026,4,4
2131539,159976,359854,2026,4,5
1115978,93183,128201,2026,4,6
3501991,303476,614296,2026,4,0
3596349,318070,616788,2026,4,1
3559290,311561,602892,2026,4,2
3670134,343234,648449,2026,4,3
1058213,83509,147891,2026,5,4
1935623,148390,324183,2026,5,5
1125475,82606,117804,2026,5,6
3586936,309914,636994,2026,5,0
3619524,321231,638081,2026,5,1
3431617,319109,609748,2026,5,2
3370673,322547,605472,2026,5,3
3430048,321964,628011,2026,5,4
1814612,146970,293917,2026,5,5
1151319,85431,104700,2026,5,6
3592159,313046,640250,2026,5,0
3494875,367604,635260,2026,5,1
3621978,325914,632241,2026,5,2
3536617,314658,633719,2026,5,3
3623074,315387,644873,2026,5,4
2014131,152402,341446,2026,5,5
1137541,84176,113846,2026,5,6
3509909,305473,629956,2026,5,0
3566604,317516,624977,2026,5,1
3540784,323389,620645,2026,5,2
3551258,321242,628295,2026,5,3
3487639,306847,621689,2026,5,4
2024340,151206,329803,2026,5,5
1086701,77327,111217,2026,5,6
1085699,83447,141940,2026,5,0
3464726,312861,603538,2026,5,1
3437671,316373,603721,2026,5,2
3484408,319210,608221,2026,5,3
3438516,308988,603897,2026,5,4
2029928,150349,331191,2026,5,5
1105896,78705,111116,2026,5,6
3449285,268067,596728,2026,6,0
3510102,311917,609870,2026,6,1
3498662,345378,618898,2026,6,2
3442627,320680,607921,2026,6,3
3526040,330565,631717,2026,6,4
2041238,161563,338157,2026,6,5
1095436,91088,123109,2026,6,6
2845601,287392,521572,2026,6,0
3602390,317187,635341,2026,6,1
3584602,320922,632380,2026,6,2
3564578,323955,635414,2026,6,3
3615452,317618,643693,2026,6,4
1978722,151116,337213,2026,6,5
1113021,85030,113100,2026,6,6
1165035,85668,167120,2026,6,0
3573538,314300,629475,2026,6,1
3522691,311855,618657,2026,6,2
3201713,310366,557705,2026,6,3
3596865,315600,625877,2026,6,4
1817995,135854,274112,2026,6,5
1088550,75996,112215,2026,6,6
3048491,268971,535332,2026,6,0
3525681,309003,612215,2026,6,1
3472061,315365,610042,2026,6,2
3526204,314928,614729,2026,6,3
3492210,309167,621873,2026,6,4
2022008,147343,334585,2026,6,5
1046043,73877,104956,2026,6,6
3442823,293531,600984,2026,6,0
3206052,301243,598663,2026,6,1
3503492,306497,602117,2026,7,2
3391899,303297,570466,2026,7,3
3190385,286369,559376,2026,7,4
1887115,143204,309107,2026,7,5
911394,67731,93546,2026,7,6
3365360,300742,588249,2026,7,0
2779616,262269,476880,2026,7,1
3606849,331029,625964,2026,7,2
1341558,102982,149099,2026,7,3
2075897,167603,273684,2026,7,4
1809463,139191,217178,2026,7,5
1037794,78266,82796,2026,7,6
3354188,296490,580867,2026,7,0
3283268,307402,589014,2026,7,1
2484726,265219,441147,2026,7,2
3321318,306336,571705,2026,7,3
3214247,298152,557750,2026,7,4
1909875,146772,309246,2026,7,5
593089,83242,65714,2026,7,6
2382025,232433,464004,2026,7,0
2513367,260119,508676,2026,7,1
2634365,268857,535504,2026,7,2
2711171,277453,545960,2026,7,3
2695219,266292,548594,2026,7,4
1946950,167247,330983,2026,7,5
1190709,102413,138959,2026,7,6
2552241,243099,533097,2026,7,0
2634400,263719,545048,2026,7,1
2700203,270608,551392,2026,7,2
2672992,271111,558247,2026,7,3
2381620,238154,483658,2026,7,4
1700498,137453,275091,2026,8,5
1049800,83350,110945,2026,8,6
2866591,281347,549508,2026,8,0
3145212,295424,566747,2026,8,1
3242586,282747,557273,2026,8,2
2277328,289211,445183,2026,8,3
3351025,310707,594016,2026,8,4
1925577,153608,326166,2026,8,5
1133734,83230,119006,2026,8,6
3423197,302809,601881,2026,8,0
3430617,312829,596792,2026,8,1
3194029,287438,564254,2026,8,2
3377555,314038,593037,2026,8,3
3271159,299176,578529,2026,8,4
1893026,142182,300920,2026,8,5
1098121,86694,97284,2026,8,6
1110228,85870,153644,2026,8,0
3438003,308012,606128,2026,8,1
3493588,314379,612119,2026,8,2
3486415,311767,606148,2026,8,3
3458727,302132,614049,2026,8,4
1957150,145473,322312,2026,8,5
1111007,84954,118769,2026,8,6
3299060,291769,589554,2026,8,0
3374995,306049,604483,2026,8,1
